debu total,tanggal,hari angka,hari,pukul
211.0,2013-09-18 20:00:00,2,Rabu,20
207.3,2013-09-18 21:00:00,2,Rabu,21
193.5,2013-09-18 22:00:00,2,Rabu,22
170.2,2013-09-18 23:00:00,2,Rabu,23
173.4,2013-09-19 00:00:00,3,Kamis,0
173.7,2013-09-19 01:00:00,3,Kamis,1
187.3,2013-09-19 02:00:00,3,Kamis,2
182.4,2013-09-19 03:00:00,3,Kamis,3
183.8,2013-09-19 04:00:00,3,Kamis,4
184.8,2013-09-19 05:00:00,3,Kamis,5
184.7,2013-09-19 06:00:00,3,Kamis,6
186.0,2013-09-19 07:00:00,3,Kamis,7
195.1,2013-09-19 08:00:00,3,Kamis,8
194.9,2013-09-19 09:00:00,3,Kamis,9
206.6,2013-09-19 10:00:00,3,Kamis,10
212.0,2013-09-19 11:00:00,3,Kamis,11
197.60000000000002,2013-09-19 12:00:00,3,Kamis,12
194.89999999999998,2013-09-19 13:00:00,3,Kamis,13
174.2,2013-09-19 14:00:00,3,Kamis,14
189.10000000000002,2013-09-19 15:00:00,3,Kamis,15
205.8,2013-09-19 16:00:00,3,Kamis,16
209.7,2013-09-19 17:00:00,3,Kamis,17
211.5,2013-09-19 18:00:00,3,Kamis,18
215.1,2013-09-19 19:00:00,3,Kamis,19
210.5,2013-09-19 20:00:00,3,Kamis,20
211.7,2013-09-19 21:00:00,3,Kamis,21
204.0,2013-09-19 22:00:00,3,Kamis,22
201.1,2013-09-19 23:00:00,3,Kamis,23
205.3,2013-09-20 00:00:00,4,Jumat,0
195.0,2013-09-20 01:00:00,4,Jumat,1
205.3,2013-09-20 02:00:00,4,Jumat,2
195.0,2013-09-20 03:00:00,4,Jumat,3
164.8,2013-09-20 04:00:00,4,Jumat,4
124.9,2013-09-20 05:00:00,4,Jumat,5
88.4,2013-09-20 06:00:00,4,Jumat,6
71.5,2013-09-20 07:00:00,4,Jumat,7
67.3,2013-09-20 08:00:00,4,Jumat,8
55.400000000000006,2013-09-20 09:00:00,4,Jumat,9
33.9,2013-09-20 10:00:00,4,Jumat,10
22.3,2013-09-20 11:00:00,4,Jumat,11
23.9,2013-09-20 12:00:00,4,Jumat,12
16.299999999999997,2013-09-20 13:00:00,4,Jumat,13
18.1,2013-09-20 14:00:00,4,Jumat,14
17.3,2013-09-20 15:00:00,4,Jumat,15
23.9,2013-09-20 16:00:00,4,Jumat,16
49.7,2013-09-20 17:00:00,4,Jumat,17
56.4,2013-09-20 18:00:00,4,Jumat,18
103.3,2013-09-20 19:00:00,4,Jumat,19
102.7,2013-09-20 20:00:00,4,Jumat,20
110.5,2013-09-20 21:00:00,4,Jumat,21
127.60000000000001,2013-09-20 22:00:00,4,Jumat,22
122.5,2013-09-20 23:00:00,4,Jumat,23
121.19999999999999,2013-09-21 00:00:00,5,Sabtu,0
127.2,2013-09-21 01:00:00,5,Sabtu,1
120.6,2013-09-21 02:00:00,5,Sabtu,2
118.9,2013-09-21 03:00:00,5,Sabtu,3
90.6,2013-09-21 04:00:00,5,Sabtu,4
84.1,2013-09-21 05:00:00,5,Sabtu,5
64.6,2013-09-21 06:00:00,5,Sabtu,6
77.7,2013-09-21 07:00:00,5,Sabtu,7
76.4,2013-09-21 08:00:00,5,Sabtu,8
92.1,2013-09-21 09:00:00,5,Sabtu,9
104.0,2013-09-21 10:00:00,5,Sabtu,10
114.80000000000001,2013-09-21 11:00:00,5,Sabtu,11
113.1,2013-09-21 12:00:00,5,Sabtu,12
104.6,2013-09-21 13:00:00,5,Sabtu,13
104.1,2013-09-21 14:00:00,5,Sabtu,14
93.69999999999999,2013-09-21 15:00:00,5,Sabtu,15
94.4,2013-09-21 16:00:00,5,Sabtu,16
91.0,2013-09-21 17:00:00,5,Sabtu,17
133.7,2013-09-21 18:00:00,5,Sabtu,18
167.2,2013-09-21 19:00:00,5,Sabtu,19
167.2,2013-09-21 20:00:00,5,Sabtu,20
100.5,2013-09-21 21:00:00,5,Sabtu,21
89.4,2013-09-21 22:00:00,5,Sabtu,22
108.0,2013-09-21 23:00:00,5,Sabtu,23
121.0,2013-09-22 00:00:00,6,Minggu,0
121.0,2013-09-22 01:00:00,6,Minggu,1
118.0,2013-09-22 02:00:00,6,Minggu,2
108.10000000000001,2013-09-22 03:00:00,6,Minggu,3
112.8,2013-09-22 04:00:00,6,Minggu,4
151.7,2013-09-22 05:00:00,6,Minggu,5
158.7,2013-09-22 06:00:00,6,Minggu,6
159.5,2013-09-22 07:00:00,6,Minggu,7
142.0,2013-09-22 08:00:00,6,Minggu,8
161.7,2013-09-22 09:00:00,6,Minggu,9
178.5,2013-09-22 10:00:00,6,Minggu,10
180.5,2013-09-22 11:00:00,6,Minggu,11
179.9,2013-09-22 12:00:00,6,Minggu,12
180.60000000000002,2013-09-22 13:00:00,6,Minggu,13
206.3,2013-09-22 14:00:00,6,Minggu,14
195.6,2013-09-22 15:00:00,6,Minggu,15
186.5,2013-09-22 16:00:00,6,Minggu,16
180.0,2013-09-22 17:00:00,6,Minggu,17
165.2,2013-09-22 18:00:00,6,Minggu,18
167.1,2013-09-22 19:00:00,6,Minggu,19
183.5,2013-09-22 20:00:00,6,Minggu,20
175.3,2013-09-22 21:00:00,6,Minggu,21
171.7,2013-09-22 22:00:00,6,Minggu,22
182.4,2013-09-22 23:00:00,6,Minggu,23
203.7,2013-09-23 00:00:00,0,Senin,0
197.5,2013-09-23 01:00:00,0,Senin,1
189.10000000000002,2013-09-23 02:00:00,0,Senin,2
185.10000000000002,2013-09-23 03:00:00,0,Senin,3
168.3,2013-09-23 04:00:00,0,Senin,4
119.3,2013-09-23 05:00:00,0,Senin,5
34.0,2013-09-23 06:00:00,0,Senin,6
16.4,2013-09-23 07:00:00,0,Senin,7
12.100000000000001,2013-09-23 08:00:00,0,Senin,8
17.0,2013-09-23 09:00:00,0,Senin,9
18.6,2013-09-23 10:00:00,0,Senin,10
15.299999999999999,2013-09-23 11:00:00,0,Senin,11
22.5,2013-09-23 12:00:00,0,Senin,12
19.9,2013-09-23 13:00:00,0,Senin,13
14.1,2013-09-23 14:00:00,0,Senin,14
18.7,2013-09-23 15:00:00,0,Senin,15
20.3,2013-09-23 16:00:00,0,Senin,16
24.900000000000002,2013-09-23 17:00:00,0,Senin,17
29.9,2013-09-23 18:00:00,0,Senin,18
39.8,2013-09-23 19:00:00,0,Senin,19
44.5,2013-09-23 20:00:00,0,Senin,20
64.4,2013-09-23 21:00:00,0,Senin,21
63.5,2013-09-23 22:00:00,0,Senin,22
45.4,2013-09-23 23:00:00,0,Senin,23
47.099999999999994,2013-09-24 00:00:00,1,Selasa,0
37.3,2013-09-24 01:00:00,1,Selasa,1
25.9,2013-09-24 02:00:00,1,Selasa,2
16.700000000000003,2013-09-24 03:00:00,1,Selasa,3
15.0,2013-09-24 04:00:00,1,Selasa,4
14.1,2013-09-24 05:00:00,1,Selasa,5
18.4,2013-09-24 06:00:00,1,Selasa,6
21.1,2013-09-24 07:00:00,1,Selasa,7
33.9,2013-09-24 08:00:00,1,Selasa,8
34.6,2013-09-24 09:00:00,1,Selasa,9
36.7,2013-09-24 10:00:00,1,Selasa,10
24.9,2013-09-24 11:00:00,1,Selasa,11
17.4,2013-09-24 12:00:00,1,Selasa,12
15.9,2013-09-24 13:00:00,1,Selasa,13
16.0,2013-09-24 14:00:00,1,Selasa,14
22.0,2013-09-24 15:00:00,1,Selasa,15
23.2,2013-09-24 16:00:00,1,Selasa,16
21.3,2013-09-24 17:00:00,1,Selasa,17
32.1,2013-09-24 18:00:00,1,Selasa,18
90.4,2013-09-24 19:00:00,1,Selasa,19
96.89999999999999,2013-09-24 20:00:00,1,Selasa,20
78.0,2013-09-24 21:00:00,1,Selasa,21
61.5,2013-09-24 22:00:00,1,Selasa,22
43.599999999999994,2013-09-24 23:00:00,1,Selasa,23
40.3,2013-09-25 00:00:00,2,Rabu,0
41.7,2013-09-25 01:00:00,2,Rabu,1
28.6,2013-09-25 02:00:00,2,Rabu,2
29.7,2013-09-25 03:00:00,2,Rabu,3
33.5,2013-09-25 04:00:00,2,Rabu,4
33.5,2013-09-25 05:00:00,2,Rabu,5
43.599999999999994,2013-09-25 06:00:00,2,Rabu,6
55.699999999999996,2013-09-25 07:00:00,2,Rabu,7
57.800000000000004,2013-09-25 08:00:00,2,Rabu,8
37.8,2013-09-25 09:00:00,2,Rabu,9
52.0,2013-09-25 10:00:00,2,Rabu,10
29.599999999999998,2013-09-25 11:00:00,2,Rabu,11
32.0,2013-09-25 12:00:00,2,Rabu,12
29.9,2013-09-25 13:00:00,2,Rabu,13
31.6,2013-09-25 14:00:00,2,Rabu,14
33.1,2013-09-25 15:00:00,2,Rabu,15
37.3,2013-09-25 16:00:00,2,Rabu,16
52.4,2013-09-25 17:00:00,2,Rabu,17
72.7,2013-09-25 18:00:00,2,Rabu,18
83.9,2013-09-25 19:00:00,2,Rabu,19
86.0,2013-09-25 20:00:00,2,Rabu,20
86.6,2013-09-25 21:00:00,2,Rabu,21
82.7,2013-09-25 22:00:00,2,Rabu,22
88.8,2013-09-25 23:00:00,2,Rabu,23
103.5,2013-09-26 00:00:00,3,Kamis,0
107.7,2013-09-26 01:00:00,3,Kamis,1
84.6,2013-09-26 02:00:00,3,Kamis,2
79.6,2013-09-26 03:00:00,3,Kamis,3
72.1,2013-09-26 04:00:00,3,Kamis,4
70.1,2013-09-26 05:00:00,3,Kamis,5
67.6,2013-09-26 06:00:00,3,Kamis,6
76.8,2013-09-26 07:00:00,3,Kamis,7
73.0,2013-09-26 08:00:00,3,Kamis,8
76.4,2013-09-26 09:00:00,3,Kamis,9
89.4,2013-09-26 10:00:00,3,Kamis,10
108.4,2013-09-26 11:00:00,3,Kamis,11
102.9,2013-09-26 12:00:00,3,Kamis,12
119.5,2013-09-26 13:00:00,3,Kamis,13
126.9,2013-09-26 14:00:00,3,Kamis,14
136.9,2013-09-26 15:00:00,3,Kamis,15
139.3,2013-09-26 16:00:00,3,Kamis,16
133.3,2013-09-26 17:00:00,3,Kamis,17
138.2,2013-09-26 18:00:00,3,Kamis,18
159.8,2013-09-26 19:00:00,3,Kamis,19
168.7,2013-09-26 20:00:00,3,Kamis,20
187.9,2013-09-26 21:00:00,3,Kamis,21
193.3,2013-09-26 22:00:00,3,Kamis,22
189.7,2013-09-26 23:00:00,3,Kamis,23
223.4,2013-09-27 00:00:00,4,Jumat,0
222.5,2013-09-27 01:00:00,4,Jumat,1
211.9,2013-09-27 02:00:00,4,Jumat,2
189.3,2013-09-27 03:00:00,4,Jumat,3
164.1,2013-09-27 04:00:00,4,Jumat,4
155.5,2013-09-27 05:00:00,4,Jumat,5
155.7,2013-09-27 06:00:00,4,Jumat,6
156.8,2013-09-27 07:00:00,4,Jumat,7
197.2,2013-09-27 08:00:00,4,Jumat,8
222.8,2013-09-27 09:00:00,4,Jumat,9
253.7,2013-09-27 10:00:00,4,Jumat,10
286.7,2013-09-27 11:00:00,4,Jumat,11
310.29999999999995,2013-09-27 12:00:00,4,Jumat,12
330.5,2013-09-27 13:00:00,4,Jumat,13
393.0,2013-09-27 14:00:00,4,Jumat,14
413.4,2013-09-27 15:00:00,4,Jumat,15
427.2,2013-09-27 16:00:00,4,Jumat,16
455.6,2013-09-27 17:00:00,4,Jumat,17
488.5,2013-09-27 18:00:00,4,Jumat,18
488.5,2013-09-27 19:00:00,4,Jumat,19
527.2,2013-09-27 20:00:00,4,Jumat,20
528.0999999999999,2013-09-27 21:00:00,4,Jumat,21
497.5,2013-09-27 22:00:00,4,Jumat,22
497.5,2013-09-27 23:00:00,4,Jumat,23
445.5,2013-09-28 00:00:00,5,Sabtu,0
401.4,2013-09-28 01:00:00,5,Sabtu,1
389.9,2013-09-28 02:00:00,5,Sabtu,2
393.0,2013-09-28 03:00:00,5,Sabtu,3
391.6,2013-09-28 04:00:00,5,Sabtu,4
400.9,2013-09-28 05:00:00,5,Sabtu,5
399.8,2013-09-28 06:00:00,5,Sabtu,6
421.3,2013-09-28 07:00:00,5,Sabtu,7
453.3,2013-09-28 08:00:00,5,Sabtu,8
473.4,2013-09-28 09:00:00,5,Sabtu,9
489.3,2013-09-28 10:00:00,5,Sabtu,10
489.2,2013-09-28 11:00:00,5,Sabtu,11
497.4,2013-09-28 12:00:00,5,Sabtu,12
497.9,2013-09-28 13:00:00,5,Sabtu,13
467.1,2013-09-28 14:00:00,5,Sabtu,14
451.8,2013-09-28 15:00:00,5,Sabtu,15
445.5,2013-09-28 16:00:00,5,Sabtu,16
433.9,2013-09-28 17:00:00,5,Sabtu,17
432.7,2013-09-28 18:00:00,5,Sabtu,18
458.5,2013-09-28 19:00:00,5,Sabtu,19
484.4,2013-09-28 20:00:00,5,Sabtu,20
494.20000000000005,2013-09-28 21:00:00,5,Sabtu,21
493.5,2013-09-28 22:00:00,5,Sabtu,22
476.0,2013-09-28 23:00:00,5,Sabtu,23
486.3,2013-09-29 00:00:00,6,Minggu,0
486.5,2013-09-29 01:00:00,6,Minggu,1
469.9,2013-09-29 02:00:00,6,Minggu,2
462.6,2013-09-29 03:00:00,6,Minggu,3
450.4,2013-09-29 04:00:00,6,Minggu,4
433.2,2013-09-29 05:00:00,6,Minggu,5
405.3,2013-09-29 06:00:00,6,Minggu,6
390.1,2013-09-29 07:00:00,6,Minggu,7
383.9,2013-09-29 08:00:00,6,Minggu,8
377.4,2013-09-29 09:00:00,6,Minggu,9
379.9,2013-09-29 10:00:00,6,Minggu,10
382.4,2013-09-29 11:00:00,6,Minggu,11
374.1,2013-09-29 12:00:00,6,Minggu,12
390.3,2013-09-29 13:00:00,6,Minggu,13
401.9,2013-09-29 14:00:00,6,Minggu,14
387.6,2013-09-29 15:00:00,6,Minggu,15
351.29999999999995,2013-09-29 16:00:00,6,Minggu,16
334.8,2013-09-29 17:00:00,6,Minggu,17
328.0,2013-09-29 18:00:00,6,Minggu,18
335.5,2013-09-29 19:00:00,6,Minggu,19
332.70000000000005,2013-09-29 20:00:00,6,Minggu,20
319.8,2013-09-29 21:00:00,6,Minggu,21
321.3,2013-09-29 22:00:00,6,Minggu,22
322.7,2013-09-29 23:00:00,6,Minggu,23
298.1,2013-09-30 00:00:00,0,Senin,0
297.20000000000005,2013-09-30 01:00:00,0,Senin,1
289.4,2013-09-30 02:00:00,0,Senin,2
299.0,2013-09-30 03:00:00,0,Senin,3
297.79999999999995,2013-09-30 04:00:00,0,Senin,4
279.9,2013-09-30 05:00:00,0,Senin,5
235.1,2013-09-30 06:00:00,0,Senin,6
209.0,2013-09-30 07:00:00,0,Senin,7
215.1,2013-09-30 08:00:00,0,Senin,8
224.0,2013-09-30 09:00:00,0,Senin,9
230.8,2013-09-30 10:00:00,0,Senin,10
243.7,2013-09-30 11:00:00,0,Senin,11
238.3,2013-09-30 12:00:00,0,Senin,12
234.5,2013-09-30 13:00:00,0,Senin,13
218.5,2013-09-30 14:00:00,0,Senin,14
213.4,2013-09-30 15:00:00,0,Senin,15
223.0,2013-09-30 16:00:00,0,Senin,16
226.4,2013-09-30 17:00:00,0,Senin,17
243.3,2013-09-30 18:00:00,0,Senin,18
274.9,2013-09-30 19:00:00,0,Senin,19
287.5,2013-09-30 20:00:00,0,Senin,20
321.9,2013-09-30 21:00:00,0,Senin,21
331.5,2013-09-30 22:00:00,0,Senin,22
346.8,2013-09-30 23:00:00,0,Senin,23
337.79999999999995,2013-10-01 00:00:00,1,Selasa,0
319.3,2013-10-01 01:00:00,1,Selasa,1
296.4,2013-10-01 02:00:00,1,Selasa,2
289.29999999999995,2013-10-01 03:00:00,1,Selasa,3
275.29999999999995,2013-10-01 04:00:00,1,Selasa,4
255.6,2013-10-01 05:00:00,1,Selasa,5
239.5,2013-10-01 06:00:00,1,Selasa,6
228.7,2013-10-01 07:00:00,1,Selasa,7
195.60000000000002,2013-10-01 08:00:00,1,Selasa,8
166.8,2013-10-01 09:00:00,1,Selasa,9
100.5,2013-10-01 10:00:00,1,Selasa,10
58.6,2013-10-01 11:00:00,1,Selasa,11
50.400000000000006,2013-10-01 12:00:00,1,Selasa,12
47.8,2013-10-01 13:00:00,1,Selasa,13
40.3,2013-10-01 14:00:00,1,Selasa,14
32.8,2013-10-01 15:00:00,1,Selasa,15
24.8,2013-10-01 16:00:00,1,Selasa,16
24.1,2013-10-01 17:00:00,1,Selasa,17
39.1,2013-10-01 18:00:00,1,Selasa,18
58.6,2013-10-01 19:00:00,1,Selasa,19
83.2,2013-10-01 20:00:00,1,Selasa,20
88.80000000000001,2013-10-01 21:00:00,1,Selasa,21
73.1,2013-10-01 22:00:00,1,Selasa,22
60.4,2013-10-01 23:00:00,1,Selasa,23
49.3,2013-10-02 00:00:00,2,Rabu,0
46.5,2013-10-02 01:00:00,2,Rabu,1
51.9,2013-10-02 02:00:00,2,Rabu,2
48.3,2013-10-02 03:00:00,2,Rabu,3
32.7,2013-10-02 04:00:00,2,Rabu,4
23.5,2013-10-02 05:00:00,2,Rabu,5
21.700000000000003,2013-10-02 06:00:00,2,Rabu,6
27.1,2013-10-02 07:00:00,2,Rabu,7
35.3,2013-10-02 08:00:00,2,Rabu,8
31.2,2013-10-02 09:00:00,2,Rabu,9
24.3,2013-10-02 10:00:00,2,Rabu,10
15.399999999999999,2013-10-02 11:00:00,2,Rabu,11
16.8,2013-10-02 12:00:00,2,Rabu,12
14.6,2013-10-02 13:00:00,2,Rabu,13
12.7,2013-10-02 14:00:00,2,Rabu,14
19.4,2013-10-02 15:00:00,2,Rabu,15
31.7,2013-10-02 16:00:00,2,Rabu,16
38.0,2013-10-02 17:00:00,2,Rabu,17
50.4,2013-10-02 18:00:00,2,Rabu,18
70.2,2013-10-02 19:00:00,2,Rabu,19
77.4,2013-10-02 20:00:00,2,Rabu,20
88.9,2013-10-02 21:00:00,2,Rabu,21
100.5,2013-10-02 22:00:00,2,Rabu,22
99.4,2013-10-02 23:00:00,2,Rabu,23
95.3,2013-10-03 00:00:00,3,Kamis,0
87.5,2013-10-03 01:00:00,3,Kamis,1
88.3,2013-10-03 02:00:00,3,Kamis,2
87.30000000000001,2013-10-03 03:00:00,3,Kamis,3
76.30000000000001,2013-10-03 04:00:00,3,Kamis,4
63.3,2013-10-03 05:00:00,3,Kamis,5
49.2,2013-10-03 06:00:00,3,Kamis,6
68.19999999999999,2013-10-03 07:00:00,3,Kamis,7
98.8,2013-10-03 08:00:00,3,Kamis,8
113.80000000000001,2013-10-03 09:00:00,3,Kamis,9
159.5,2013-10-03 10:00:00,3,Kamis,10
192.8,2013-10-03 11:00:00,3,Kamis,11
216.0,2013-10-03 12:00:00,3,Kamis,12
219.1,2013-10-03 13:00:00,3,Kamis,13
216.9,2013-10-03 14:00:00,3,Kamis,14
213.2,2013-10-03 15:00:00,3,Kamis,15
211.9,2013-10-03 16:00:00,3,Kamis,16
194.4,2013-10-03 17:00:00,3,Kamis,17
186.2,2013-10-03 18:00:00,3,Kamis,18
173.5,2013-10-03 19:00:00,3,Kamis,19
148.9,2013-10-03 20:00:00,3,Kamis,20
137.3,2013-10-03 21:00:00,3,Kamis,21
115.6,2013-10-03 22:00:00,3,Kamis,22
101.0,2013-10-03 23:00:00,3,Kamis,23
89.5,2013-10-04 00:00:00,4,Jumat,0
84.6,2013-10-04 01:00:00,4,Jumat,1
81.1,2013-10-04 02:00:00,4,Jumat,2
99.3,2013-10-04 03:00:00,4,Jumat,3
101.7,2013-10-04 04:00:00,4,Jumat,4
105.4,2013-10-04 05:00:00,4,Jumat,5
112.8,2013-10-04 06:00:00,4,Jumat,6
124.0,2013-10-04 07:00:00,4,Jumat,7
149.3,2013-10-04 08:00:00,4,Jumat,8
178.3,2013-10-04 09:00:00,4,Jumat,9
213.3,2013-10-04 10:00:00,4,Jumat,10
243.89999999999998,2013-10-04 11:00:00,4,Jumat,11
262.4,2013-10-04 12:00:00,4,Jumat,12
300.20000000000005,2013-10-04 13:00:00,4,Jumat,13
345.6,2013-10-04 14:00:00,4,Jumat,14
374.9,2013-10-04 15:00:00,4,Jumat,15
373.0,2013-10-04 16:00:00,4,Jumat,16
376.0,2013-10-04 17:00:00,4,Jumat,17
388.6,2013-10-04 18:00:00,4,Jumat,18
402.2,2013-10-04 19:00:00,4,Jumat,19
430.79999999999995,2013-10-04 20:00:00,4,Jumat,20
493.7,2013-10-04 21:00:00,4,Jumat,21
555.9,2013-10-04 22:00:00,4,Jumat,22
547.3,2013-10-04 23:00:00,4,Jumat,23
551.4000000000001,2013-10-05 00:00:00,5,Sabtu,0
537.2,2013-10-05 01:00:00,5,Sabtu,1
509.5,2013-10-05 02:00:00,5,Sabtu,2
494.6,2013-10-05 03:00:00,5,Sabtu,3
486.5,2013-10-05 04:00:00,5,Sabtu,4
469.0,2013-10-05 05:00:00,5,Sabtu,5
475.6,2013-10-05 06:00:00,5,Sabtu,6
485.29999999999995,2013-10-05 07:00:00,5,Sabtu,7
515.4000000000001,2013-10-05 08:00:00,5,Sabtu,8
534.6,2013-10-05 09:00:00,5,Sabtu,9
559.4,2013-10-05 10:00:00,5,Sabtu,10
563.7,2013-10-05 11:00:00,5,Sabtu,11
576.3,2013-10-05 12:00:00,5,Sabtu,12
567.9,2013-10-05 13:00:00,5,Sabtu,13
554.1,2013-10-05 14:00:00,5,Sabtu,14
549.8,2013-10-05 15:00:00,5,Sabtu,15
537.8,2013-10-05 16:00:00,5,Sabtu,16
498.6,2013-10-05 17:00:00,5,Sabtu,17
500.0,2013-10-05 18:00:00,5,Sabtu,18
535.1,2013-10-05 19:00:00,5,Sabtu,19
549.8,2013-10-05 20:00:00,5,Sabtu,20
569.4,2013-10-05 21:00:00,5,Sabtu,21
541.1,2013-10-05 22:00:00,5,Sabtu,22
529.5,2013-10-05 23:00:00,5,Sabtu,23
527.0,2013-10-06 00:00:00,6,Minggu,0
536.5,2013-10-06 01:00:00,6,Minggu,1
519.8,2013-10-06 02:00:00,6,Minggu,2
489.5,2013-10-06 03:00:00,6,Minggu,3
455.8,2013-10-06 04:00:00,6,Minggu,4
425.6,2013-10-06 05:00:00,6,Minggu,5
414.5,2013-10-06 06:00:00,6,Minggu,6
403.2,2013-10-06 07:00:00,6,Minggu,7
387.6,2013-10-06 08:00:00,6,Minggu,8
386.3,2013-10-06 09:00:00,6,Minggu,9
397.0,2013-10-06 10:00:00,6,Minggu,10
396.6,2013-10-06 11:00:00,6,Minggu,11
351.0,2013-10-06 12:00:00,6,Minggu,12
320.2,2013-10-06 13:00:00,6,Minggu,13
274.3,2013-10-06 14:00:00,6,Minggu,14
255.2,2013-10-06 15:00:00,6,Minggu,15
277.6,2013-10-06 16:00:00,6,Minggu,16
284.1,2013-10-06 17:00:00,6,Minggu,17
294.3,2013-10-06 18:00:00,6,Minggu,18
298.29999999999995,2013-10-06 19:00:00,6,Minggu,19
307.9,2013-10-06 20:00:00,6,Minggu,20
331.9,2013-10-06 21:00:00,6,Minggu,21
323.7,2013-10-06 22:00:00,6,Minggu,22
313.7,2013-10-06 23:00:00,6,Minggu,23
301.3,2013-10-07 00:00:00,0,Senin,0
289.5,2013-10-07 01:00:00,0,Senin,1
275.4,2013-10-07 02:00:00,0,Senin,2
261.29999999999995,2013-10-07 03:00:00,0,Senin,3
268.9,2013-10-07 04:00:00,0,Senin,4
265.1,2013-10-07 05:00:00,0,Senin,5
250.89999999999998,2013-10-07 06:00:00,0,Senin,6
245.39999999999998,2013-10-07 07:00:00,0,Senin,7
241.8,2013-10-07 08:00:00,0,Senin,8
238.4,2013-10-07 09:00:00,0,Senin,9
84.19999999999999,2013-10-07 10:00:00,0,Senin,10
62.9,2013-10-07 11:00:00,0,Senin,11
43.3,2013-10-07 12:00:00,0,Senin,12
41.5,2013-10-07 13:00:00,0,Senin,13
44.0,2013-10-07 14:00:00,0,Senin,14
35.5,2013-10-07 15:00:00,0,Senin,15
33.8,2013-10-07 16:00:00,0,Senin,16
39.599999999999994,2013-10-07 17:00:00,0,Senin,17
51.599999999999994,2013-10-07 18:00:00,0,Senin,18
97.6,2013-10-07 19:00:00,0,Senin,19
97.4,2013-10-07 20:00:00,0,Senin,20
120.6,2013-10-07 21:00:00,0,Senin,21
222.1,2013-10-07 22:00:00,0,Senin,22
213.29999999999998,2013-10-07 23:00:00,0,Senin,23
174.3,2013-10-08 00:00:00,1,Selasa,0
154.1,2013-10-08 01:00:00,1,Selasa,1
146.1,2013-10-08 02:00:00,1,Selasa,2
73.0,2013-10-08 03:00:00,1,Selasa,3
68.1,2013-10-08 04:00:00,1,Selasa,4
52.2,2013-10-08 05:00:00,1,Selasa,5
68.3,2013-10-08 06:00:00,1,Selasa,6
71.4,2013-10-08 07:00:00,1,Selasa,7
79.1,2013-10-08 08:00:00,1,Selasa,8
92.1,2013-10-08 09:00:00,1,Selasa,9
78.2,2013-10-08 10:00:00,1,Selasa,10
117.30000000000001,2013-10-08 11:00:00,1,Selasa,11
118.4,2013-10-08 12:00:00,1,Selasa,12
96.9,2013-10-08 13:00:00,1,Selasa,13
117.7,2013-10-08 14:00:00,1,Selasa,14
121.3,2013-10-08 15:00:00,1,Selasa,15
124.2,2013-10-08 16:00:00,1,Selasa,16
158.1,2013-10-08 17:00:00,1,Selasa,17
164.5,2013-10-08 18:00:00,1,Selasa,18
183.5,2013-10-08 19:00:00,1,Selasa,19
201.0,2013-10-08 20:00:00,1,Selasa,20
188.5,2013-10-08 21:00:00,1,Selasa,21
185.89999999999998,2013-10-08 22:00:00,1,Selasa,22
196.5,2013-10-08 23:00:00,1,Selasa,23
201.8,2013-10-09 00:00:00,2,Rabu,0
195.6,2013-10-09 01:00:00,2,Rabu,1
180.9,2013-10-09 02:00:00,2,Rabu,2
187.9,2013-10-09 03:00:00,2,Rabu,3
190.2,2013-10-09 04:00:00,2,Rabu,4
186.3,2013-10-09 05:00:00,2,Rabu,5
190.7,2013-10-09 06:00:00,2,Rabu,6
207.3,2013-10-09 07:00:00,2,Rabu,7
213.3,2013-10-09 08:00:00,2,Rabu,8
229.0,2013-10-09 09:00:00,2,Rabu,9
243.4,2013-10-09 10:00:00,2,Rabu,10
248.10000000000002,2013-10-09 11:00:00,2,Rabu,11
258.6,2013-10-09 12:00:00,2,Rabu,12
272.9,2013-10-09 13:00:00,2,Rabu,13
291.9,2013-10-09 14:00:00,2,Rabu,14
330.9,2013-10-09 15:00:00,2,Rabu,15
350.0,2013-10-09 16:00:00,2,Rabu,16
359.0,2013-10-09 17:00:00,2,Rabu,17
365.0,2013-10-09 18:00:00,2,Rabu,18
354.2,2013-10-09 19:00:00,2,Rabu,19
354.2,2013-10-09 20:00:00,2,Rabu,20
365.4,2013-10-09 21:00:00,2,Rabu,21
374.6,2013-10-09 22:00:00,2,Rabu,22
367.9,2013-10-09 23:00:00,2,Rabu,23
372.4,2013-10-10 00:00:00,3,Kamis,0
333.0,2013-10-10 01:00:00,3,Kamis,1
341.3,2013-10-10 02:00:00,3,Kamis,2
333.5,2013-10-10 03:00:00,3,Kamis,3
329.0,2013-10-10 04:00:00,3,Kamis,4
330.7,2013-10-10 05:00:00,3,Kamis,5
332.0,2013-10-10 06:00:00,3,Kamis,6
332.7,2013-10-10 07:00:00,3,Kamis,7
361.4,2013-10-10 08:00:00,3,Kamis,8
307.1,2013-10-10 09:00:00,3,Kamis,9
135.6,2013-10-10 10:00:00,3,Kamis,10
100.7,2013-10-10 11:00:00,3,Kamis,11
105.0,2013-10-10 12:00:00,3,Kamis,12
97.0,2013-10-10 13:00:00,3,Kamis,13
65.3,2013-10-10 14:00:00,3,Kamis,14
55.6,2013-10-10 15:00:00,3,Kamis,15
35.8,2013-10-10 16:00:00,3,Kamis,16
27.799999999999997,2013-10-10 17:00:00,3,Kamis,17
23.2,2013-10-10 18:00:00,3,Kamis,18
23.2,2013-10-10 19:00:00,3,Kamis,19
